649,Theoretical Evaluation of the Integrated Structure and Control Design Approach by Optimization Theory,DETC2002-34116
650,Non-Dominated Sorting Genetic Quantum Algorithm for Multi Objective Optimization,DETC2007-35554
651,Application of Bayesian Sensor Placement Optimization for Real-Time Health Monitoring,DETC2012-71143
652,Collaborative Decision Making Across Digital Interfaces,DETC2002-34073
653,High Accuracy Laser Scanned View Registration Method for Reverse Engineering Using a CMM Generated CAD Model,DETC2006-99581
654,A Classifier-Guided Sampling Method for Computationally Expensive- Discrete-Variable- Discontinuous Design Problems,DETC2012-70353
655,Design Under Uncertainty Using Monte Carlo Simulation and Probabilistic Sufficiency Factor,DETC2003-48704
656,Prospect of Design for Mass Customization and Personalization,DETC2011-48919
657,Genetic Programming of an Artificial Neural Network for Robust Control of a 2-D Path Following Robot,DETC2008-50137
658,Direct 3D Layer Metal Deposition and Toolpath Generation,DETC2008-50062
659,An Information Theoretical Perspective on Design Optimization,DETC2004-57438
660,Quantifying Profit and Loss Associated With Failure Cases,DETC2004-57576
661,Compliant Mechanism Design With Non-Linear Materials Using Topology Optimization,DETC2002-34150
662,A Survey of Various Encoding Schemes and Associated Placement Algorithms Applied to Packing and Layout Problems,DETC2006-99271
663,Designing a Product Package Platform,DETC2010-28888
664,Basic Study of Autologous-Bone-Replaceable Artificial Bone Fabrication With Porosity Distribution Using Electrolysis,DETC2010-28645
665,Design of Chiral Honeycomb Meso-Structures for High Shear Flexure,DETC2010-28557
666,Investigation of Design Tools as Complexity Management Techniques,DETC2010-28554
667,Product Family Representation and Redesign: Increasing Commonality Using Formal Concept Analysis,DETC2005-84818
668,A Learning Algorithm for Optimal Internal Combustion Engine Calibration in Real Time,DETC2007-34718
669,A Practical Robust and Efficient RBF Metamodel Method for Typical Engineering Problems,DETC2008-49994
670,An Activity-Based Costing Method for Product Family Design in the Early Stages of Development,DETC2005-84817
671,Surrogate Model Updating Using Clustering in a Genetic Algorithm Setup,DETC2006-99491
672,Topology and Classical Shape Optimization of a Lower Control Arm: A Case Study,DETC2006-99173
673,Design of an Extended-Range Electric Vehicle for the EcoCAR Challenge,DETC2010-28927
674,Multiscale Variability and Uncertainty Quantification Based on a Generalized Multiscale Markov Model,DETC2010-28790
675,Methodology for Market Analysis of CHP Systems,DETC2005-85097
676,A Monte Carlo Reliability Assessment for Multiple Failure Region Problems Using Approximate Metamodels,DETC2007-34957
677,Semantic Tolerance Modeling,DETC2006-99609
678,A Graph-Based Method for Mechanical Product Family Modeling and Functional Tolerancing,DETC2005-85546
679,Multi-Objective Optimization in Industrial Robotic Cell Design,DETC2010-28488
680,Singularity Analysis of a Novel 4-DOFs Parallel Robot H4 by Using Screw Theory,DETC2003-48822
681,Reverse Engineering for Spotting of Sheetmetal Forming Dies,DETC2010-28208
682,On Usage Context of Hybrid Electric Vehicles in Choice Studies,DETC2011-48385
683,Product Design Selection With Variability in Preferences for an Implicit Value Function,DETC2004-57339
684,Bayesian Network Classifiers for Set-Based Collaborative Design,DETC2010-28724
685,Parameter and Tolerance Constraints Modeling for Assembly,DETC2004-57224
686,An Information Theoretical Perspective on Performance- Refinement and Cost,DETC2005-85403
687,Hierarchical Arrangement of Characteristics in Product Design Optimization Problems for Deeper Insight Into Optimized Results,DETC2004-57366
688,Internet Based Framework to Perform Automated FEA on User Customized Products,DETC2003-48719
689,Flexible and Reconfigurable Systems: Nomenclature and Review,DETC2007-35745
690,Human Head Aesthetic Design Using Hybrid Genetic Algorithm,DETC2002-34039
691,Global Product Family Design: A Mathematical Model for Simultaneous Decision of Module Commonalization and Supply Chain Configuration,DETC2011-47853
692,A Concept for a Material That Softens With Frequency,DETC2007-34299
693,Vehicle Component Layout With Shape Morphing: An Initial Study,DETC2006-99272
694,A Methodology to Support Product Family Redesign Using Genetic Algorithm and Commonality Indices,DETC2005-84927
695,Ruled Layer Generation Between Two Freeform Curves by Normal and Distance Matching,DETC2006-99582
696,A Multicriteria System-Based Method for Simulation-Driven Design Synthesis,DETC2006-99354
697,Use Scenarios for Design Space Exploration With a Dynamic Multiobjective Optimization Formulation,DETC2012-71039
698,PSO Driven Genetic Range Genetic Algorithms,DETC2005-84942
699,Recognition of Interacting Turning Features for Mill/Turn Parts,DETC2005-85431
700,A Method for Designing Collaborative Products With Application to Poverty Alleviation,DETC2011-47409
701,Consistency Constraint Allocation in Augmented Lagrangian Coordination,DETC2008-49823
702,Optimum Design of Columns Under Elastic Buckling,DETC2012-70601
703,Approximation Assisted Multiobjective Optimization With Combined Global and Local Metamodeling,DETC2012-71174
704,Integrating Freeform and Feature-Based Fitting Methods,DETC2004-57298
705,Fuzzy Preference Evaluation for Hierarchical Co-Evolutionary Design Concept Generation,DETC2006-99312
706,Two-Stage System of Systems Model by Linking System Design With Resource Allocation,DETC2006-99551
707,Generic Visual Simulation of Manufacturing Equipment,DETC2011-47908
708,Genetic Range Genetic Algorithms to Obtain Quasi-Optimum Solutions,DETC2003-48800
709,A Strategy for Simulation-Based Multiscale- Multi-Functional Products and Associated Design Processes,DETC2005-85316
710,Representation: Formal Development and Computational Recognition of Localized Requirement Change Types,DETC2012-71417
711,Constraint Importance Mode Pursuing Sampling for Continuous Global Optimization,DETC2010-28355
712,Topology Optimization of Multi-Component Structures via Decomposition-Based Assembly Synthesis,DETC2003-48730
713,Trim Loop Closure for Enhanced CAD Interoperability,DETC2004-57533
714,Inverse Parametric Modeling From Independently Generated Product Data Sets,DETC2002-34100
715,Transformation Facilitators: A Quantitative Analysis of Reconfigurable Products and Their Characteristics,DETC2008-49891
716,Approximated Unimodal Region Elimination Based Global Optimization Method for Engineering Design,DETC2007-34839
717,A Framework for Choice Modeling in Usage Context-Based Design,DETC2010-28490
718,Wind Farm Layout Optimization Considering Energy Generation and Noise Propagation,DETC2012-71478
719,Decomposition-Based Assembly Synthesis for In-Process Dimensional Adjustability,DETC2002-34086
720,A Fast and Efficient Compact Packing Algorithm for Free-Form Objects,DETC2008-50097
721,Product Modular Design Using Atomic Theory,DETC2009-87122
722,Development of Adaptive Range Genetic Algorithms Considering Inheritance of Searching Range,DETC2002-34103
723,Improving Cost Effectiveness in an Existing Product Line Using Component Product Platforms,DETC2008-49544
724,Extended Hierarchical Cluster Analysis for the Decomposition of Complex Design Problems,DETC2003-48728
725,Response Surface Methods and Pareto Optimization in Crashworthiness Design,DETC2003-48752
726,Modeling of Geometric Variations Within a Tolerance-Zone for Circular Runout,DETC2009-86283
727,A Mixed-Integer Nonlinear Programming Model for Global Optimization of Plug-In Hybrid Vehicle Design and Allocation to Minimize Life Cycle Greenhouse Gas Emissions,DETC2010-28064
728,Knowledge Sharing Between Designers and Accidentologists for the Development of Road Safety Systems,DETC2005-85181
729,A Product Platform Development Method Using QFD,DETC2007-34622
730,Optimal Design Methodology of Common Components for a Class of Products: Its Foundations and Promise,DETC2003-48718
731,Thermal Robustness and Mass Optimization of Heat Pipe Shape for Spacecraft Panel Using a Combination of Response Surface Methodology and Monte Carlo Simulation,DETC2002-34055
732,Strain-Based Topology Optimization for Crashworthiness Using Hybrid Cellular Automata,DETC2009-86348
733,Analysis of Information Complexity During Product Development,DETC2005-85284
734,The Effect of Carbon Nanotubes on the Natural Frequencies of Microcantilever Beams,DETC2010-28494
735,A Single-Loop Method for Reliability-Based Design Optimization,DETC2004-57255
736,Collision Free Locating of Mobile Cranes in 3D Lifting System,DETC2010-28618
737,Port-Based Ontology Semantic Similarities for Module Concept Creation,DETC2009-86470
738,Integration of Commercial CAD/CAM System With Custom Capp Using Orbix Middleware and Cobra Standard,DETC2002-34069
739,LIVE: A Work-Centered Approach to Support Visual Analytics of Multi-Dimensional Engineering Design Data With Interactive Visualization and Data-Mining,DETC2011-48333
740,Validating the Generational Variety Index (GVI) Through Product Family Optimization: A Preliminary Study,DETC2010-28573
741,Using Maximum Likelihood Estimation to Estimate Kriging Model Parameters,DETC2007-34662
742,Principles of Mechanical Design for the Developing World: A Case Study Approach,DETC2011-48245
743,An Integrated Framework for Probabilistic Optimization Using Inverse Reliability Strategy,DETC2003-48706
744,An Extensive Simplex Method Mapping the Global Feasibility,DETC2002-34115
745,Three Dimensional Design Structure Matrix With Cross-Module and Cross-Interface Analyses,DETC2007-34510
746,Interactive Product Design Selection With an Implicit Value Function,DETC2002-34080
747,The Improved Quadrilateral Discretization Model for the Discrete Topology Optimization of Structures,DETC2012-70424
748,Multiobjective Optimization Method for Lifecycle Design of Machine Products,DETC2008-49425
749,Scenario Expression for Characterizing Failure Cases,DETC2003-48789
750,Decomposition Templates and Joint Morphing Operators for Genetic Algorithm Optimization of Multi-Component Topology,DETC2011-48572
751,System Dynamics Through Graphical Dimensional Analysis,DETC2009-87461
752,Plug-in Hybrid Vehicle Simulation: How Battery Weight and Charging Patterns Impact Cost- Fuel Consumption and CO2 Emissions,DETC2008-50027
753,A Function-Based Approach for Integrated Design of Material and Product Concepts,DETC2007-35743
754,Reliability-Based Design Optimization With Confidence Level Under Input Model Uncertainty,DETC2009-86701
755,A Growth Design Approach for Tolerancing,DETC2008-49700
756,Extended Radial Basis Functions for Metamodeling: A Comparative Study,DETC2005-85041
757,Application of the Generational Variety Index: A Retrospective Study of iPhone Evolution,DETC2012-70727
758,A Sensitivity-Based Pattern Search Algorithm for 3D Component Layout,DETC2002-34123
759,Tracing the Envelope of the Objective-Space in Multi-Objective Topology Optimization,DETC2011-47329
760,Visual Analysis of User Accommodation,DETC2010-28712
761,Application of a Genetic Algorithm to Concept Variant Selection,DETC2006-99390
762,An Analysis of Complexity Measures for Product Design and Development,DETC2012-71309
763,Genetic Algorithms Applied to Affordance Based Design,DETC2012-70332
764,Production Cost Modeling to Support Product Family Design Optimization,DETC2003-48720
765,Assembly Synthesis With Subassembly Partitioning for Optimal-in-Process Dimensional Adjustability,DETC2003-48729
766,Designing MEMS Disk Resonator Based Biological Mass Sensors Under Fabrication Uncertainty,DETC2009-86748
767,A Weighted Three-Point-Based Strategy for Variance Estimation,DETC2004-57363
768,Design Improvement by Sensitivity Analysis (DISA) Under Interval Uncertainty Using Multi-Objective Optimization,DETC2009-87127
769,Parallel Biogeography-Based Optimization With GPU Acceleration for Nonlinear Optimization,DETC2010-28102
770,An Inverse Analysis Method for Design Optimization With Both Statistical and Fuzzy Uncertainties,DETC2006-99731
771,Using Multiple Surrogates for Minimization of the RMS Error in Meta-Modeling,DETC2008-49240
772,Design Methodology for the Thermal Packaging of Hybrid Electronic-Mechanical Products: A Case Study on the Berkeley Emulation Engine (BEE),DETC2003-48790
773,Exploring Differences in Preference Heterogeneity Representation and Their Influence in Product Family Design,DETC2011-48596
774,Level Set Based Robust Shape and Topology Optimization Under Random Field Uncertainties,DETC2009-87083
775,Managing Design Process Complexity: A Value-Of-Information Based Approach for Scale and Decision Decoupling,DETC2007-35686
776,Mini-Max Type Formulation of Strict Robust Design Optimization Under Correlative Variation,DETC2002-34041
777,On Using Kriging Models for Complex Design,DETC2011-48579
778,Rough Set-Based Design Rule Selection for Collaborative Assembly Design,DETC2008-49191
779,Hybrid Approach for Containment Problems,DETC2002-34124
780,Design Optimization of Reverse Osmosis Water Desalination Systems via Genetic Algorithms,DETC2010-28489
781,Optimisation of a Robotic Workcell Layout Using Genetic Algorithms,DETC2005-85518
782,Comparison of Gradient and Non Gradient Based Methods for Crash Optimisation,DETC2002-34045
783,Conditions of Equivalence Between Continuum and Discrete Sensitivities,DETC2011-48800
784,Making the Most Out of Surrogate Models: Tricks of the Trade,DETC2010-28813
785,Correspondences Matching on 3D Freeform Mesh Models,DETC2007-35010
786,State Transition in Reconfigurable Systems,DETC2010-28723
787,On Providing Formal Manufacturability Information to Upstream Product Development Processes: Methodology and Case Study,DETC2005-84259
788,Design of Cellular Self-Organizing Systems,DETC2012-71216
789,Introducing Hierarchical Particle Swarm Optimization to Optimal Part Orientation in Fused Deposition Modeling,DETC2006-99534
790,Microstructure Design for a Rotating Disk: With Application to Turbine Engines,DETC2005-85148
791,A Hybrid Approach to Feature Recognition Using Approximate and Partial Exact CAD Models,DETC2002-34101
792,Geometric Design of Cylindric PRS Serial Chains,DETC2003-48816
793,Multiobjective Collaborative Robust Optimization (McRO) With Interval Uncertainty and Interdisciplinary Uncertainty Propagation,DETC2007-34818
794,Task Scheduling of Parallel Development Projects Using Genetic Algorithm,DETC2004-57159
795,Process Platform-Based Production Configuration,DETC2005-85559
796,Assessing Functional and Shape Differentiation Within a Family of Products,DETC2008-49428
797,Ant Colony Optimization Method for Product Platform Formation,DETC2004-57195
798,An Efficient Re-Analysis Methodology for Probabilistic Vibration of Large-Scale Structures,DETC2008-49156
799,Modular Product Design Using Cyberinfrastructure for Global Manufacturing,DETC2009-86899
800,Topology Optimization of Compliant Mechanisms Using Evolutionary Algorithm With Design Geometry Encoded as a Graph,DETC2002-34147
801,A Sequential Algorithm for Possibility-Based Design Optimization,DETC2006-99232
802,Design for Lifecycle Cost Using Time-Dependent Reliability,DETC2009-86587
803,New Concepts in Graphic Visualization of Objective Functions,DETC2002-34129
804,Shape Design of Periodic Cellular Materials Under Cyclic Loading,DETC2011-47983
805,Considering Secular and Demographic Trends in Designing for Present and Future Populations,DETC2010-28879
806,A Multi-Scale Design for a Robust Hydrogen Storage Tank,DETC2009-87074
807,Bayesian Evaluation of Engineering Models,DETC2002-34141
808,Robust Design Optimization of Ball Grid Array Packaging,DETC2011-48858
809,A Strategic Module-Based Platform Design Method for Developing Customized Products in Dynamic and Uncertain Market Environments,DETC2008-49683
810,Incorporating Process Architecture in the Evaluation of Stability in Distributed Design,DETC2011-48375
811,Exploring Automated Concept Generator Output Through Principal Component Analysis,DETC2010-28911
812,Two Methodologies for Identifying Product Platform Elements Within an Existing Set of Products,DETC2006-99234
813,Flexible Product Platforms: Framework and Case Study,DETC2006-99163
814,Reducing Cycle Time and Errors in the Design and Layout of MEMS,DETC2003-48740
815,Occupant Restraint System Design Under Uncertainty Using Analytical Uncertainty Propagation Via Metamodels,DETC2005-85489
816,Locating Precision of Fit Datums,DETC2008-49078
817,Multi-Discipline Design of a Wind Turbine,DETC2011-47756
818,Integrating Immersive Computing Technology With Mixed-Integer Nonlinear Programming for Disassembly Sequence Planning Under Uncertainty,DETC2012-70392
819,Using Genetic Algorithms With Niche Formation to Solve the Minimum Distance Problem Among Concave Objects,DETC2002-34105
820,A Bisociative Design Framework for Knowledge Discovery Across Seemingly Unrelated Product Domains,DETC2012-70764
821,Conceptual Design of Freeform Surfaces From Unstructured Point Sets Using Neural Network Regression,DETC2011-48324
822,Shapley Value Based Attribute Selection for Configurators,DETC2009-86904
823,An Enhanced Change Modes and Effects Analysis (CMEA) Tool for Measuring Product Flexibility With Applications to Consumer Products,DETC2006-99478
824,Design Preference Elicitation- Derivative-Free Optimization and Support Vector Machine Search,DETC2010-28475
825,Robust Topological Design of Cellular Materials,DETC2003-48772
826,Product Family Concept Generation and Validation Through Predictive Decision Tree Data Mining and Multi-Level Optimization,DETC2007-34892
827,Robust Product Design Optimization Method Using Hierarchical Representations of Characteristics,DETC2007-34591
828,A Nested Extreme Response Surface Approach for RBDO With Time-Dependent Probabilistic Constraints,DETC2012-70790
829,Prognosis Informed Design Framework for Operation and Maintenance of Wind Turbines,DETC2012-70792
830,Time-Dependent Reliability Analysis by a Sampling Approach to Extreme Values of Stochastic Processes,DETC2012-70132
831,Conjoint-HoQ: A Quantitative Methodology for Consumer-Driven Design,DETC2007-35568
832,Aerodynamic Shape Optimization and Knowledge Mining of Centrifugal Fans Using Simulated Annealing Coupled With a Neural Network,DETC2006-99189
833,Optimal Kinematics Design of an Industrial Robot Family,DETC2008-49645
834,Analysis of Support Vector Regression for Approximation of Complex Engineering Analyses,DETC2003-48759
835,Optimal Sample Augmentation and Resource Allocation for Design With Inadequate Uncertainty Data,DETC2012-70234
836,Reconfiguration of Kinematic Structure for Changing Motion Requirement Based on Reusability Evaluation in Lie Algebra,DETC2002-34052
837,Design Optimization for Structural-Acoustic Problems Using FEM-BEM,DETC2002-34131
838,A Point Membership Classification for Sweeping Solids,DETC2007-34827
839,Multi-Objective Optimization of Product Configuration,DETC2008-49871
840,Robustness of Residual Stresses in Castings and an Improved Process Window,DETC2009-86454
841,Assessing and Improving Commonality and Diversity Within a Product Family,DETC2006-99499
842,Tolerance-Maps Applied to a Point-Line Cluster of Features,DETC2005-85115
843,Towards Rapid Redesign: Pattern-Based Redesign Planning for Large-Scale and Complex Redesign Problems,DETC2005-84890
844,Toward an Information Management Infrastructure for Product Family Planning and Mass Customization,DETC2004-57430
845,Customer Driven Optimal Design for Convergence Products,DETC2011-47927
846,A Component Based Optimization Approach for Modular Robot Design,DETC2007-35329
847,Empirical Models for Non-Deterministic Simulation-Based Robust Design,DETC2007-35606
848,A Collaborative Rapid Analysis Method for Decision-Making in Assembly Line Design,DETC2004-57370
849,Twinkling a Random Search Algorithm for Design Optimization,DETC2005-85305
850,Quantifying the Convergence Time of Distributed Design Processes,DETC2011-48377
851,A Structural Optimization Method for Universal Design of Compliant Mechanism Scissors,DETC2009-86594
852,Bayesian Reliability Based Design Optimization Using Eigenvector Dimension Reduction (EDR) Method,DETC2007-35524
853,Parameter Screening in Dynamic Computer Model Calibration Using Global Sensitivities,DETC2010-28343
854,Computational Recognition of Functional Parameters of Surfaces for the Kinematic Design of Window Regulator Systems,DETC2002-34060
855,A Comparative Study of Constraint Programming Techniques Over Intervals in Preliminary Design,DETC2004-57152
856,Design Optimization of a Special Class of Steel Structures Via Genetic Algorithms and Stochastic Sampling,DETC2009-87499
857,Shape Optimization of NURBS Modeled 3D C-Frames Using Hybrid Genetic Algorithm,DETC2002-34107
858,A CAD-Integrated System for Automated Idealization of CAD-Models for Finite Element Analysis,DETC2005-84287
859,Overlapped Grouping Genetic Algorithm for Optimization of Reels Cutting Planning Problems,DETC2007-35012
860,A Measure of the Information Loss for Inspection Point Reduction,DETC2008-49708
861,Characterizing the Influence of Land Configuration on the Optimal Wind Farm Performance,DETC2011-48731
862,Decoupled and Single Loop Methods for Reliability-Based Optimization and Robust Design,DETC2004-57404
863,2-D Path Planning for Direct Laser Deposition Process,DETC2010-28440
864,Selection-Integrated Optimization (SIO) Methodology for Optimal Design of Adaptive Systems,DETC2006-99322
865,An Efficient Algorithm for Vehicle Crashworthiness Design via Crash Mode Matching,DETC2006-99485
866,Shape Commonalization to Develop Common Platform for Product Family,DETC2009-87304
867,Smoothing of Noisy Laser Scanner Generated Meshes Using Polynomial Fitting and Neighborhood Erosion,DETC2003-48778
868,Selection of Part Orientation for Multi-Axis Hybrid Manufacturing Process,DETC2009-87370
869,Hole-Making on a Bent Thick Plate,DETC2005-84274
870,A Comparison of Probability Bounds Analysis and Sensitivity Analysis in Environmentally Benign Design and Manufacture,DETC2006-99230
871,Platform-Based Design and Development: Current Trends and Needs in Industry,DETC2006-99229
872,Incorporating Customer Preferences and Market Trends in Vehicle Package Design,DETC2007-35520
873,Optimal Adaptable Design Considering Changes of Requirements; Configurations and Parameters in the Whole Product Life-Cycle,DETC2010-28550
874,Approximate Surfacing of Curve Clouds for Conceptual Shape Creation and Evaluation,DETC2011-48414
875,Development of an Automatic Design and Optimization System for Industrial Silencers,DETC2002-34118
876,Continuum-Based Design Sensitivity Analysis and Optimization of Springback in Stamping Process,DETC2005-84768
877,The Integration of Pahl and Beitz and the Theory of Inventive Problem Solving for the Conceptual Design of Multi-Domain Systems,DETC2009-87311
878,A Product-Service System Design Framework Based on a Business Ecosystem,DETC2012-70731
879,Multi-Stage Uncertainty Quantification for Verifying the Correctness of Complex System Designs,DETC2011-47888
880,An Efficient Method for Detecting Packaging Supporting Space,DETC2006-99747
881,A Forma Approach to Handling Conflicts in Multiattribute Group Decision Making,DETC2004-57342
882,A Graph Grammar Based Approach to Automated Manufacturing Planning,DETC2012-70406
883,Examining Interactions Between Design Architecture and Designer Mistakes,DETC2010-28872
884,A Strategic Platform Design Method for Developing Customized Families of Services,DETC2009-87280
885,A Taxonomy for Collaborative Design,DETC2003-48781
886,Determining Optimal Building Direction for Rapid Prototyping Based on Unit Sphere Searching,DETC2012-70210
887,On the Design Synthesis of Multistable Equilibrium Systems,DETC2004-57102
888,Representation and Automated Generation of Analysis Feature Model for Finite Element Analysis,DETC2009-86322
889,Computer-Aided Fixture Design Verification: Part II - Tolerance Analysis,DETC2002-34145
890,Approach to Evaluate and Implement Information Systems That Satisfy Your Goals,DETC2009-87327
891,Optimal Design With Non-Normally Distributed Random Parameters- Conditional Probability and Joint Constraint Reliabilities: A Case Study in Vehicle Emissions Regulations to Achieve Ambient Air Quality Standards,DETC2006-99417
892,Knowledge Management for Fault Tree Analysis Based on Quantity Dimension Indexing,DETC2008-49734
893,A Mathematical Programming-Based Approach for Architecture Selection,DETC2012-71025
894,Development of an Ontology for the Automatic Reconfiguration of a Vise-Type Fixture Device,DETC2011-47741
895,Heat Compensation in Buildings Using Thermoelectric Windows: An Energy Efficient Window Technology,DETC2008-50068
896,A Single-Loop Approach for System Reliability-Based Design Optimization,DETC2006-99240
897,Optimisation and Robust Design in Aero Engine Development,DETC2004-57400
898,A Quantitative Analysis of the Evolution of Design Automation Conference Fields,DETC2004-57119
899,Generalized Random Tunneling Algorithm for Continuous Design Variables,DETC2003-48804
900,An Optimization Based Methodology to Design Flexible Systems Subjected to Changing Operating Conditions,DETC2005-85147
901,Toward an Interactive Visualization Environment for Architecting Microgrids in Ultra Low Energy Communities,DETC2012-70535
902,A Study of Different Metamodeling Techniques for Conceptual Design,DETC2009-86496
903,Augmented Reality Visualization of Automobile Air Conditioning Using Optical Tracking Tools,DETC2010-29054
904,A Design Exploration of Genetically Engineered Myosin Motors,DETC2011-48568
905,Analysis and Design of a Four-Bar Linkage Type of Vibratory Parts Feeder Driven by Piezoelectric Actuator,DETC2002-34037
906,Reliability Optimization Involving Mixed Continuous-Discrete Uncertainties,DETC2005-84514
907,Effective Random Field Characterization Considering Statistical Dependence for Probability Analysis and Design,DETC2010-29183
908,A Sensitivity Analysis of Shot Peening Parameters,DETC2006-99035
909,A New Mathematical Model for Geometric Tolerances as Applied to Axes,DETC2003-48736
910,Free-Form Optimal Conjugation Design,DETC2012-71525
911,Fuzzy Controlled Hooke-Jeeves Optimization Search Algorithm,DETC2008-49127
912,Parallel Implementation of Particle Swarm Optimization (PSO) Through Digital Pheromone Sharing,DETC2008-49444
913,A Study on the Feed Rate Optimization of a Ball Screw Feed Drive System for Minimum Vibrations,DETC2005-85473
914,Response Surface Based Cost Model for Onshore Wind Farms Using Extended Radial Basis Functions,DETC2010-29121
915,Objective Function Based Pattern Search: A Computationally Efficient Algorithm for 3D Component Layout,DETC2004-57429
916,Layered Manufacturing by Electrophotographic Printing,DETC2003-48724
917,A Customer-Driven Approach to One-Of-A-Kind Product Design,DETC2007-34878
918,Bayesian Reliability Analysis With Evolving- Insufficient and Subjective Data Sets,DETC2008-49663
919,An Efficient Weighting Update Method to Achieve Acceptable Consistency Deviation in Analytical Target Cascading,DETC2004-57134
920,An Extension of the Commonality Index for Product Family Optimization,DETC2007-35605
921,A Multi-Axis Slicing Method for Direct Laser Deposition Process,DETC2010-28442
922,Structural Topology Optimization Using Function-Oriented Elements Based on the Concept of First Order Analysis,DETC2003-48773
923,Development and Application of a Patent-Based Design Around Process,DETC2010-28180
924,A Face Clustering Method for a Hexahedral Meshing,DETC2003-48776
925,APIX: Analysis From Pixellated Inputs in Early Design Using a Pen-Based Interface,DETC2011-48680
926,Port-Compatibility and Connectability Based Assembly Design,DETC2003-48783
927,Uncertainty Analysis With Probability and Evidence Theories,DETC2006-99078
928,Decision-Based Design Using Time-Varying Preferences Represented by Stochastic Processes,DETC2012-70558
929,Modeling of Geometric Variations for Line-Profiles,DETC2011-47507
930,A Graph Theory Based Method for Functional Decoupling of a Design With Complex Interaction Structure,DETC2010-28609
931,Reliable Design Optimization Under Aleatory and Epistemic Uncertainties,DETC2009-86473
932,Analysis of Decomposability and Complexity for Design Problems in the Context of Decomposition,DETC2004-57050
933,Robust Design of Compressor Blades Against Manufacturing Variations,DETC2006-99304
934,Functional Decomposition of the Clustering Approach for Matrix-Based Design Structuring,DETC2010-28768
935,Topology Synthesis and Classification of Low-Mobility Parallel Mechanisms,DETC2006-99068
936,Reliability Estimation for Time-Dependent Problems Using a Niching Genetic Algorithm,DETC2007-34865
937,Style Design Method Based on Form Impressions,DETC2005-84955
938,Planning on Mistakes: An Approach to Incorporate Error Checking Into the Design Process,DETC2008-50006
939,Heterogeneous Design Optimization From the Microstructure,DETC2006-99157
940,Revisiting the Research Field of Product-Service Systems Development,DETC2012-70779
941,Development of a Product Family Analysis Toolkit for Systematic Benchmarking,DETC2010-28269
942,Automating Error Attenuation of Cutting Tools Using Smart Material,DETC2005-85509
943,Multifunctional Topology Design of Cellular Material Structures,DETC2006-99373
944,Automated Synthesis and Optimization of Gear Train Topologies,DETC2009-86780
945,Uncertainty Analysis of Damage Evolution Computed Through Microstructure-Property Relations,DETC2008-49168
946,A Study on Collaborative Design Considering Features of Design,DETC2002-34051
947,Artificial Immune System Based Isomorphism Identification Method for Mechanism Kinematics Chains,DETC2002-34063
948,Robustness Metrics for Time-Dependent Quality Characteristics,DETC2011-47855
949,A Case Study of Design Process and Development of a Design Enabling Tool for Wright Metal Products,DETC2007-35610
950,Casting and Milling Restrictions in Topology Optimization via Projection-Based Algorithms,DETC2012-71507
951,Product Platform Selection in Lower-Dimensional Manifold Spaces,DETC2009-87486
952,Material Property Identification and Sensitivity Analysis Using Indentation and FEM,DETC2006-99329
953,Trending Mining for Predictive Product Design,DETC2010-28364
954,Separating Design Optimization Problems for Bounded Rational Designers,DETC2009-86462
955,Applying Universal Linking of Engineering Objects in the Automotive Industry: Practical Aspects- Benefits and Prototypes,DETC2002-34040
956,Concurrent Design Optimization and Calibration-Based Validation Using Local Domains Sized by Bootstrapping,DETC2012-70423
957,Design of Energy Absorbing Structure Using Topology Optimization With a Multi-Material Model,DETC2003-48774
958,Topology Optimization of Micromachined Structures With Surface Micromachining Manufacturing Constraints,DETC2006-99341
959,Approaches of Knowledge-Based Design,DETC2003-48741
960,An Analytical Approach to Functional Design,DETC2002-34084
961,Supervised Bayesian Models to Carry Out Kansei Engineering of Car Dashbaords,DETC2007-34968
962,Analytical Variance-Based Global Sensitivity Analysis in Simulation-Based Design Under Uncertainty,DETC2004-57484
963,Customizing Products Using Functional Component Matrices,DETC2008-50005
964,Structural Topology Optimization Under Impact Loads Using Beam Ground Structures,DETC2004-57421
965,Response Surface Algorithms for Engine Mount Optimization in Motorcycles,DETC2009-86407
966,An Interval-Based Focalization Method for Decision-Making in Decentralized Multi-Functional Design,DETC2005-85322
967,Topology Optimization of Poroelastic Structures to Minimize Mean Sound Pressure Levels,DETC2008-49582
968,Integrated Structure Decomposition- Optimization and Control Design,DETC2007-35152
969,A Knowledge-Based Approach to Spur Gear Fabrication in Precision Forging Process,DETC2002-34089
970,Product Realization in the Age of Mass Collaboration,DETC2008-49865
971,Development of a Design Reuse View of Cutting Tool Design Ontology,DETC2003-48738
972,Updating Uncertainty Assessments: A Comparison of Statistical Approaches,DETC2007-35158
973,An Integrated Design Support Environment for a Micro-Scale Portable Absorption Cooling System,DETC2004-57229
974,Product Family Commonality Selection Through Interactive Visualization,DETC2008-49335
975,A Customer-Based Expected Utility Metric for Product Design Selection,DETC2002-34081
976,Decomposition-Based Assembly Synthesis Based on Structural Stiffness Considerations,DETC2002-34083
977,A Single-Stage Gradient-Based Approach for Solving the Joint Product Family Platform Selection and Design Problem Using Decomposition,DETC2007-35611
978,Enabling Integrated Material and Product Design Under Uncertainty Through Stochastic Constitutive Relations,DETC2010-28917
979,The Effect of Toolpath Intersection Angle in Metal Deposition,DETC2009-87335
980,A Copula Based Sampling Method for Residual Life Prediction of Engineering Systems Under Uncertainty,DETC2012-71105
