PaperID,Abstract
561,"In this work we develop a method to perform simultaneous design and tolerance allocation for engineering problems with multiple objectives. Most studies in existing literature focus on either optimal design with constant tolerances or the optimal tolerance allocation for a given design setup. Simultaneously performing both design and tolerance allocation with multiple objectives for hierarchical systems increases problem dimensions and raises additional computational challenges. A design framework is proposed to obtain optimal design alternatives and to rank their performances when variations are present. An optimality influence range is developed to aid design alternatives selections with an influence signal-to-noise ratio that indicates the accordance of objective variations to the Pareto set and an influence area that quantifies the variations of a design. An additional tolerance design scheme is implemented to ensure that design alternatives meet the target tolerance regions. The proposed method is also extended to decomposed multi-level systems by integrating traditional sensitivity analysis for uncertainty propagation with analytical target cascading. This work enables decision-makers to select their best design alternatives on the Pareto set using three measures with different purposes. Examples demonstrate the effectiveness of the method on both single- and multi-level systems."
562,"In this work, the presence of equality constraints in reliability-based design optimization (RBDO) problems is studied. Relaxation of soft equality constraints in RBDO and its challenges are briefly discussed while the main focus is on hard equalities that can not be violated even under uncertainty. Direct elimination of hard equalities to reduce problem dimensions is usually suggested; however, for nonlinear or black-box functions, variable elimination requires expensive root-finding processes or inverse functions that are generally unavailable. We extend the reduced gradient methods in deterministic optimization to handle hard equalities in RBDO. The efficiency and accuracy of the first and the second order predictions in reduced gradient methods are compared. Results show the first order prediction being more efficient when realizations of random variables are available. A gradient-weighted sorting with these random samples is proposed to further improve the solution efficiency of the reduced gradient method. Feasible design realizations subject to hard equality constraints are then available to be implemented with the state-of-the-art sampling techniques for RBDO problems. Numerical and engineering examples show the strength and simplicity of the proposed method."
563,"In this paper, a probabilistic design optimization method based on finite element method is proposed to calculate the variability of design parameters subject to a specified dispersion of natural frequencies of rotating blades. The element stiffness and mass matrices are derived using a two-stage finite element method and numerical integration. Based on the perturbation technology, the sensitivity of the frequencies, as well as relationship between the frequency dispersion and the coefficient of variability (CV) of the design parameters can be obtained. Such sensitivity information is then used to convert the probabilistic design optimization problem into a deterministic optimization problem. Two case studies are given to illustrate the proposed method. From the results, it is concluded that rotation of blade changes the sensitivity of CV to the design parameters considered, and using the proposed method can transform the probabilistic constraints to deterministic constraints."
564,"The widely used First Order Reliability Method (FORM) is efficient, but may not be accurate for nonlinear limit-state functions. The Second Order Reliability Method (SORM) is more accurate but less efficient. To maintain both high accuracy and efficiency, we propose a new second order reliability analysis method with first order efficiency. The method first performs the FORM and identifies the Most Probable Point (MPP). Then the associated limit-state function is decomposed into additive univariate functions at the MPP. Each univariate function is further approximated as a quadratic function, which is created with the gradient information at the MPP and one more point near the MPP. The cumulant generating function of the approximated limit-state function is then available so that saddlepoint approximation can be easily applied for computing the probability of failure. The accuracy of the new method is comparable to that of the SORM, and its efficiency is in the same order of magnitude as the FORM."
565,"In this paper, we present a new approach to solve optimization problems with multiple objectives under uncertainty. Optimality is considered in terms of the risk that the overall system performance, as defined by all of the multiple objectives exceeding their desired thresholds, remains acceptable. Unlike the existing state-of-the-art, where first-order moments of the system level objectives are used to ensure optimality, we employ a joint probability formulation in our research. The Pareto optimality criterion under uncertainty is defined in terms of joint probability, i.e., probability that all  system objectives are less than the desired thresholds. These thresholds can be viewed as the desired upper/lower bounds on the individual system objectives. The higher the joint probability, the more reliably the thresholds bound the system performance, hence the lower the overall system performance risk. However, a desirable high joint probability may necessitate undesirably high/low thresholds, and hence the tradeoff. In this context, the proposed method provides two decision-making capabilities: (1) Maximum probability design:  given a set of threshold values for system objectives, find the design that yields the maximum joint probability (2) Optimum threshold design:  Given a desired joint probability, find the set of thresholds that yield this probability. In this paper, optimization formulations are presented to solve the above two decision-making problems. A two-bar truss example and the conceptual design of a two-stage-to-orbit launch vehicle are presented to illustrate the proposed methods. The numerical results show that optimizing the mean values of the objectives individually does not necessarily guarantee the desired performance of all objectives jointly under uncertainty, which is of ultimate interest in multiobjective optimization."
566,"Sensitivity analysis and computer model calibration are generally treated as two separate topics. In sensitivity analysis one quantifies the effect of each input factor on outputs, whereas in calibration one finds the values of input factors that provide the best match to a set of field data. In this paper we show a connection between these two seemingly separate concepts, and illustrate it with an automotive industry application involving a Road Load Acquisition Data (RLDA) computer model. We use global sensitivity analysis for computer models with transient responses to screen out inactive input parameters and make the calibration algorithm numerically more stable. Because the computer model can be computationally intensive, we construct a fast statistical surrogate for the computer model with transient responses. This fast surrogate is used for both sensitivity analysis and RLDA computer model calibration."
567,"The "
568,"Computational simulation models support a rapid design process. Given model approximation and operating conditions uncertainty, designers must have confidence that the designs obtained using simulations will perform as expected. This paper presents a methodology for validating designs as they are generated during a simulation-based optimization process. Current practice focuses on validation of simulation models throughout the entire design space. In contrast, the proposed methodology requires validation only at design points generated during optimization. The goal of such validation is confidence in the resulting design rather than in the underlying simulation model. The proposed methodology is illustrated on a simple cantilever beam design subject to vibration."
569,"Risk management is an important element of product design. It helps to minimize the project- and product-related risks such as project budget and schedule overrun, or missing product cost and quality targets. Risk management is especially important for complex, international product design projects that involve a high degree of novel technology. This paper reviews the literature on risk management in product design. It examines the newly released international standard ISO 31000 “Risk management — Principles and guidelines” and explores its applicability to product design. The new standard consists of the seven process steps communication and consultation; establishing the context; risk identification; risk analysis; risk evaluation; risk treatment; and monitoring and review. A literature review reveals, among other findings, that the general ISO 31000 process model seems applicable to risk management in product design; the literature addresses different process elements to varying degrees, but none fully according to ISO recommendations; and that the integration of product design risk management with risk management of other disciplines, or between project and portfolio level in product design, is not well developed."
570,"Products are successful because they meet customer needs. However, many customer needs are not expressed in measurable terms. In addition, when such needs are achieved by a complex system made of hardware parts and software, decomposing customer needs to part-level specification is not a trivial task. This paper presents a model-based approach to address such problems. In the case study, the customer need was the noise and vibration level of an unconventional gasoline engine system when running at idle. The hardware component whose performance tolerance needed to be specified was a new type of fuel injectors. These new fuel injectors had higher piece-to-piece performance variations than the conventional fuel injectors. It was unclear whether such variation was acceptable for customer perceived powertrain quality. A virtual powertrain system simulation model was used to analytically evaluate the impact of the fuel injector performance variability. Monte Carlo simulation was carried out to assess the impact of injector variability. The results from the simulation were further refined using engine hardware testing. This study made recommendations for the acceptable level of hardware tolerance, which was different from what the supplier of the injectors had suggested."
571,"This study presents a methodology for computing stochastic sensitivities with respect to the design variables, which are the mean values of the input correlated random variables. Assuming that an accurate surrogate model is available, the proposed method calculates the component reliability, system reliability, or statistical moments and their sensitivities by applying Monte Carlo simulation (MCS) to the accurate surrogate model. Since the surrogate model is used, the computational cost for the stochastic sensitivity analysis is negligible. The copula is used to model the joint distribution of the correlated input random variables, and the score function is used to derive the stochastic sensitivities of reliability or statistical moments for the correlated random variables. An important merit of the proposed method is that it does not require the gradients of performance functions, which are known to be erroneous when obtained from the surrogate model, or the transformation from X-space to U-space for reliability analysis. Since no transformation is required and the reliability or statistical moment is calculated in X-space, there is no approximation or restriction in calculating the sensitivities of the reliability or statistical moment. Numerical results indicate that the proposed method can estimate the sensitivities of the reliability or statistical moments very accurately, even when the input random variables are correlated."
572,"For reliability-based design optimization (RBDO), generating an input statistical model with confidence level has been recently proposed to offset the inaccurate estimation of the input statistical model with Gaussian distributions. For this, the confidence intervals of mean and standard deviation are calculated using the Gaussian distributions of input random variables. However, if the input random variables are non-Gaussian, the use of the Gaussian distributions of input variables will provide inaccurate confidence intervals, and thus, yield undesirable confidence level of the reliability-based optimum design meeting the target reliability "
573,"Variability is inherent randomness in systems, whereas uncertainty is due to lack of knowledge. In this paper, a generalized multiscale Markov (GMM) model is proposed to quantify variability and uncertainty simultaneously in multiscale system analysis. The GMM model is based on a new imprecise probability theory that has the form of generalized interval, which is a Kaucher or modal extension of classical set-based intervals to represent uncertainties. The properties of the new definitions of independence and Bayesian inference are studied. Based on a new Bayes’ rule with generalized intervals, three cross-scale validation approaches that incorporate variability and uncertainty propagation are also developed."
574,"Model updating, which utilizes mathematical means to combine model simulations with physical observations for improving model predictions, has been viewed as an integral part of a model validation process. While calibration is often used to “tune” uncertain model parameters, bias-correction has been used to capture model inadequacy due to a lack of knowledge of the physics of a problem. While both sources of uncertainty co-exist, these two techniques are often implemented separately in model updating. This paper examines existing approaches to model updating and presents a modular Bayesian approach as a comprehensive framework that accounts for many sources of uncertainty in a typical model updating process and provides stochastic predictions for the purpose of design. In addition to the uncertainty in the computer model parameters and the computer model itself, this framework accounts for the experimental uncertainty and the uncertainty due to the lack of data in both computer simulations and physical experiments using the Gaussian process model. Several challenges are apparent in the implementation of the modular Bayesian approach. We argue that distinguishing between uncertain model parameters (calibration) and systematic inadequacies (bias correction) is often quite challenging due to an identifiability issue. We present several explanations and examples of this issue and bring up the needs of future research in distinguishing between the two sources of uncertainty."
575,"Reliability-based Design Optimization problems have been solved by two well-known methods: Reliability Index Approach (RIA) and Performance Measure Approach (PMA). RIA generates first-order approximate probabilistic constraints using the measures of reliability indices. For infeasible design points, the traditional RIA method suffers from inaccurate evaluation of the reliability index. To overcome this problem, the Modified Reliability Index Approach (MRIA) has been proposed. The MRIA provides the accurate solution of the reliability index but also inherits some inefficiency characteristics from the Most Probable Failure Point (MPFP) search when nonlinear constraints are involved. In this paper, the benchmark examples have been utilized to examine the efficiency and stability of both PMA and MRIA. In our study, we found that the MRIA is capable of obtaining the correct optimal solutions regardless of the locations of design points but the PMA is much efficient in the inverse reliability analysis. To take advantages of the strengths of both methods, a Hybrid Reliability Approach (HRA) is proposed. The HRA uses a selection factor that can determine which method to use during optimization iterations. Numerical examples from the proposed method are presented and compared with the MRIA and the PMA."
576,"This paper presents a computational framework that mathematically propagates material microstructure uncertainties to coarser system resolutions for use in multiscale design frameworks. The computational framework uses a homogenized stochastic constitutive relation that links microstructure uncertainty with stochastic material properties. The stochastic constitutive relation formulated in this work serves as the critical link between the material and product domains in integrated material and product design. Ubiquitous fine resolution uncertainty sources influencing prediction of material properties based on their structures are categorized, and stochastic cell averaging is achieved by two advanced uncertainty quantification methods: random process polynomial chaos expansion and statistical copula functions. Both methods confront the mathematical difficulty in randomizing constitutive law parameters by capturing the marked correlation among them often seen in complex materials, thus the results proffer a more accurate probabilistic estimation of constitutive material behavior. The method put forth in this research, though quite general, is applied to a plastic, high strength steel alloy for demonstration."
577,"Advancements in manufacturing technology significantly impact the design process. The ability to manufacture assembly components with specific tolerances has increased the need for tolerance allocation. This research proposes a framework that overcomes the drawbacks of the traditional tolerance control methods, and reduces subjectivity by using fuzzy set theory and decision support processes. The combination of fuzzy comprehensive evaluation and conjoint analysis facilitate the reduction of subjectivity in the tolerance control process. The application of the framework is demonstrated with two practical engineering problems. Tolerances are allocated for a clutch assembly and an O-ring seal in an accumulator."
578,"The Proper Orthogonal Decomposition (POD) method has been employed to extract the important signatures of the random field presented in an engineering product or process. Our preliminary study found that coefficients of the signatures are statistically uncorrelated but may be dependent. In general, the statistical dependence of the coefficients is ignored in the random field characterization for probability analysis and design. This paper thus proposes an effective approach to characterize the random field for probability analysis and design while accounting for the statistical dependence among the coefficients. The proposed approach is composed of two technical contributions. The first contribution is to develop a generic approximation scheme of random field as a function of the most important field signatures while preserving prescribed approximation accuracy. The coefficients of the signatures can be modeled as random field variables and their statistical properties are identified using the Chi-Square goodness-of-fit test. Second, the Rosenblatt transformation is employed to transform the statistically dependent random field variables into statistically independent random field variables. There exist so many transformation sequences when the number of random field variables becomes large. It was found that an improper selection of a transformation sequence may introduce high nonlinearity into system responses, which causes inaccuracy in probability analysis and design. Hence, a novel procedure is proposed for determining an optimal transformation sequence that introduces the least degree of nonlinearity to the system response after the Rosenblatt transformation. The proposed random field characterization can be integrated with one of the advanced probability analysis methods, such as the Eigenvector Dimension Reduction (EDR) method, Polynomial Chaos Expansion (PCE) method, etc. Three structural examples including a Micro-Electro-Mechanical Systems (MEMS) bistable mechanism are used to demonstrate the effectiveness of the proposed approach. The results show that the statistical dependence in random field characterization cannot be neglected for probability analysis and design. Moreover, it is shown that the proposed random field approach is very accurate and efficient."
579,"A first order structural optimization problem is examined to evaluate the effects of structural geometry on blast energy transfer in a fully coupled fluid structure interaction problem. The fidelity of the fluid structure interaction simulation is shown to yield significant insights into the blast mitigation problem not captured in similar empirically based blast models. An emphasis is placed on the accuracy of simulating such fluid structure interactions and its implications on designing continuum level structures. Higher order design methodologies and algorithms are discussed for the application of such fully coupled simulations on vehicle level optimization problems."
580,"The use of vibration-based techniques in damage identification has recently received considerable attention in many engineering disciplines. While various damage indicators have been proposed in the literature, those relying only on changes in the natural frequencies are quite appealing since these quantities can conveniently be acquired. The identification of damage involves an optimization step where response of a continuously updated finite elements model (FEM) is compared with the response of the experimental measurements and error between both responses is minimized. In this paper it is shown that such error function is highly multi-modal and that the same response can be obtained by more than one damage scenario. In order to find these optima a hybrid optimization approach is developed which utilizes two components; namely. Modified Continuous Reactive Tabu Search (MCRTS) and Real Coded Genetic Algorithms. MCRTS, the primary component, is a meta-heuristic capable of finding several optima in a multi-modal search space, which suites the nature of the problem at hand. GAs, the secondary component, although a global optimizer, is used as a local optimizer that is fired in promising regions of the search space as identified by the major component (MCRTS). It is used in favor of direct search methods to account for the presence of minor local optima. In order to test the algorithm, several beams are manufactured and crack damages are induced using wire-cutting, and the natural frequencies are tested experimentally. Such beams have two locations that can give the same response. The developed algorithm managed to find the two sought-for optima consistently in several runs. This proves the merit of this approach as being capable of handling the problem at hand."
582,"In this paper an efficient approach for generating tradeoff curves when performing topology optimization with manufacturing constraints is presented. By minimizing a new stiffness-volume ratio, or in-fact a new compliance-volume product, the tradeoff curve is generated by changing a new design parameter. The volume appearing in the objective is raised to the power of this new design parameter. In such manner different conceptual designs can be generated. By adopting a nested approach, the problem is easily solved by a simple numerical scheme. This is a nice feature of the approach which makes the numerical performance most efficient and robust. This feature makes it also easy to include manufacturing constraints by simply updating the move limits such that these constraints are satisfied. The design parametrization is done by the SIMP-model and patterns of checker-boards are prevented by adopting Sigmund’s filter. The efficiency of the approach is demonstrated by presenting tradeoff curves for both 2D- and 3D-problems."
583,"In a novel procedure for percutaneous mitral valve repair, inter-related hook-shaped anchors are inserted around the annulus to replace the surgeon’s suturing in open-heart ring annuloplasty. To properly attach to the tissue, the anchors should withstand large deformation applied during the delivery process and recover their original shape when released into the heart tissue. To this end, stress concentration is avoided along the anchors, which are fabricated of a super-elastic material, by means of shape optimization. Shape optimization consists in finding the smoothest anchor mid-curve possible, which minimizes the von Mises stresses applied during the delivery process. An optimization algorithm aimed at minimizing the weighted rms value of the curvature is introduced. A geometrically optimum shape is obtained by equally weighting the curvature values. Further reduction in the stress values is possible by weighting the curvature values along the anchor in an iterative procedure that yields a structurally optimum anchor. The weights at each iteration are defined proportional to the stress distribution along the anchor obtained in the previous iteration."
584,"In "
585,"Converting ambient vibration energy into electrical energy using piezoelectric energy harvester has attracted much interest in the past decades. In this paper, topology optimization is applied to design the optimal layout of the piezoelectric energy harvesting devices. The objective function is defined as to maximize the energy harvesting performance over a range of ambient vibration frequencies. Pseudo excitation method (PEM) is applied to analyze structural stationary random responses. Sensitivity analysis is derived by the adjoint method. Numerical examples are presented to demonstrate the validity of the proposed approach."
586,"This paper presents the use of a genetic algorithm in conjunction with geometric nonlinear finite element analysis to optimize the fastener pattern and lug location in an eccentrically loaded multi-fastener connection. No frictional resistance to shear was included in the model, as the connection transmitted shear loads into four dowel fasteners through bearing-type contact without fastener preload. With the goal of reducing the maximum von Mises stress in the connection to improve fatigue life, the location of the lug hole and four fastener holes were optimized to achieve 55% less maximum stress than a similar optimization using the traditional instantaneous center of rotation method. Since the maximum stress concentration was located at the edge of a fastener hole where fatigue cracks could be a concern, reduction of this quantity lowers the probability of crack growth for both bearing-type and slip-resistant connections. It was also found that the location of the maximum von Mises stress concentration jumped from the fastener region to the lug as the applied force angle was decreased below 45 degrees, thus the fastener pattern could not be optimized for lower angles."
588,"Existing mathematical models of the mitral valve allow the simulation of ring open-heart annuloplasty procedures intended to reduce the lumen of the valve. Using these models, only a posteriori effects can be predicted. With the advent of novel percutaneous annuloplasty approaches, there is a need to describe a priori effects; in particular, this paper focuses on a technique which consists of sequentially installing interconnected anchors around the mitral annulus, whose lumen is reduced by the tightening of the tethered wire. We develop here a static mathematical model of the mitral annulus that takes into account the mechanical response of its tissue and the surrounding muscular tissue. A number of roughly coplanar points corresponding to anchor positions, at about equal distantes, are identified on the annulus. Each of these points is then attached to a linearly elastic spring of a given stiffness, The spring-end is connected to a fixed pinned support, the other end supporting the wire, that forms a loop. With this model we estimate the anchor-points position vectors after lumen reduction and the wire tension that is needed to reduce the perimeter of the polygon defined by the anchor points to a given value, which, for each patient, is related to the desired lumen. This formulation leads to the minimization of the potential energy of the mechanical system over the position vectors of the anchor points after tightening, which are the design variables. These are found by solving the first-order normality conditions of the equality-constrained optimization problem. Preliminary experimental data obtained on cadaveric swine hearts validate the model: it can be used to predict, for a given perimeter size reduction, the wire tension as well as the anchor position after repair."
589,"The level set approach has been used as a powerful tool in designing structures with a proper safety margin against stability and buckling issues. In this article a closed form equation for critical buckling load of any arbitrary topology has been proposed and employed in Level Set formulation in order to maximize it. Results show that the Level Set Method is straight forward and easy to implement, with fewer limitations overall in the topology optimization of engineering structures."
590,"This paper explores the design optimization of parabolic-trough solar power generation systems. In these systems, solar radiation is focused onto receiver tubes in which a thermal carrier fluid is circulated. The collected thermal energy is then used to generate steam that powers a steam turbine to drive an electric generator. An optimization model is constructed that aims to minimize the cost of electric energy produced. In this model, the optimization is concerned with decision variables that affect: i) the solar field and ii) thermal storage. The steam turbine and generator are not part of the optimization model, as they are assumed to use the same off-shelf components that are used in fossil-fuel based power plants. It is understood that decisions concerning the solar field both affect and are affected by the design of the solar collector assemblies (SCAs), which are the support structures that hold the focusing mirrors. Design of the SCAs is a structural optimization problem that aims to minimize the cost of the structure while satisfying dimensional and loading constraints. Genetic algorithm (GA) is used for the optimization of the parabolic trough system model. For every candidate design examined by GA for the solar field and thermal storage, the most suitable structural design of the SCAs is obtained from solving the sub-problem of structural optimization. This “nested” optimization model is made possible by pre-analyzing a large range of SCA designs and recording them as a lookup database. The developed optimization model of the parabolic trough systems allows for parametric studies on how certain incentives, government policies and key technological developments may affect the system design decisions."
591,"In the work presented in this paper, we made an attempt to integrate the decisions for interrelated sub-problems of part design or selection, machine loading and machining optimization in a random flexible manufacturing system (FMS). The main purpose was to come up with an optimization model for achieving more generic and consistent decisions for the FMS and which can be practically implemented on the shop floor to help designers and other engineers in several ways, including, for instance, to optimize the designs of parts for specific FMS. In order to attain the generic decisions, an integer nonlinear programming (INLP) problem was formulated and solved to maximize the FMS throughput. Based on the results, the part design or selection, machine loading and machining optimization decisions can be simultaneously made. To get more insights of the results and also to check the validity of the model, a two-factor full factorial design was implemented for the sensitivity analysis, analysis of variance (ANOVA) and residual analysis. The computational analyses show that the tooling budget and available processing time were both statistically significant to throughput and confirmed that the model is valid with the data normally distributed."
592,"A method for automating the design of simple and compound gear trains using graph grammars is described. The resulting computational tool removes the tedium for engineering designers searching through the immense number of possible gear choices and combinations by hand. The variables that are automatically optimized by the computational tool include the gear dimensions as well as the location of the gears in space. The gear trains are optimized using a three-step process. The first step is a tree-search based on a language of gear rules which represent all possible gear train configurations. The second step optimizes the discrete values such as number of teeth through an exhaustive search of a gear catalog. The final step is a gradient-based algorithm which optimizes the non-discrete variables such as angles and lengths in the positioning of the gears. The advantage of this method is that the graph grammar allows all possible simple and compound gear trains to be included in the search space while the method of optimization ensures the optimal candidate for a given problem is chosen with the tuned parameters."
593,"In this paper, a generalization is suggested for the Heuristic Gradient Projection method. The previous Heuristic Gradient Projection method (HGP) has been developed for 3D-frame design and optimization. It mainly employed bending stress relations in order to simplify the process of iterations for stress constrained optimization. The General Heuristic Gradient Projection (GHGP) is used in a more general form to satisfy the stress constraints. Another direct search method is hybridized to satisfy other constraints on deflection. Two examples are solved using the new method. The proposed method is compared with the Hybrid Fuzzy Heuristic technique (FHGP) when solving a MEMS resonator. Results showed that the proposed hybrid technique with (GHGP) converges to the optimum solutions faster by an 8%. The MEMS weight is also decreased by 23.7%. For a macro level, the GHGP improved the solution time by 33.3%. The hybrid technique with (GHGP) improved the stresses in the members of the optimum ten-member cantilever."
594,"This paper presents an automated algorithm for design of vehicle structures for crashworthiness, based on the analyses of the structural "
595,"Dimensional analysis is a powerful tool used commonly to develop functional relations between variables affecting a physical system. Known for its versatility in incorporating several different energy domains, the method has allowed for dimensional manipulation of diverse parameters. However, the dimensional combinations developed have been, for the most part, strictly confined to static and time invariant systems. Expanding on the process we introduce a graphical approach to dimensionally model dynamic systems for design. Continuing this extension, we present a graphical and topological combination to illustrate the applicability of dimensional analysis as a state equation generation tool. This tool is comparable to conventional differential element analysis in system dynamics, but provides a systematic and visual approach to design modeling. Further, this exposition acts as a learning instrument where complex engineering equations are derived and interpreted through visual perception similar to a block diagram or flow chart. A dynamic system, in the form of a compressed air–water rocket, is also evaluated in this paper for elucidation."
596,"Complex systems need to perform in a variety of functional states and under varying operating conditions. Therefore, it is important to manage the different values of design variables associated with the operating states for each subsystem. The research presented in this paper uses multidisciplinary optimization (MDO) and changeable systems methods together in the design of a reconfigurable Unmanned Aerial Vehicle (UAV). MDO is a useful approach for designing a system that is composed of distinct disciplinary subsystems by managing the design variable coupling between the subsystem and system level optimization problems. Changeable design research addresses how changes in the physical configuration of products and systems can better meet distinct needs of different operating states. As a step towards the development of a realistic reconfigurable UAV optimization problem, this paper focuses on the performance advantage of using a changeable airfoil subsystem. Design principles from transformational design methods are used to develop concepts that determine how the design variables are allowed to change in the mathematical optimization problem. The performance of two changeable airfoil concepts is compared to a fixed airfoil design over two different missions that are defined by a sequence of mission segments. Determining the configurations of the static and changeable airfoils is accomplished using a genetic algorithm. Results from this study show that aircraft with changeable airfoils attain increased performance, and that the manner by which the system transforms is significant. For this reason, the changeable airfoil optimization developed in this paper is ready to be integrated into a complete MDO problem for the design of a reconfigurable UAV."
597,"This paper addresses the design optimization of a special class of steel structures, which is clear-span building built up via off-shelf standard steel-sections. The problem is of particular importance in small to medium span buildings due to an attractive opportunity for reduction of the manufacturing cost compared to trusses and custom-built beams. The problem is also difficult from an optimization perspective as it exhibits both continuous and discrete variables, as well as discontinuities and flat regions in the topology of the objective function. Genetic algorithms (GA) and a special stochastic sampling technique are considered for the problem, as well as a mixed GA and stochastic sampling approach. The stochastic sampling is guided via heuristic rules based on knowledge specific to the problem, and is thus perceived well suited to the optimization task. While all the tested algorithms produced satisfactory results, the mixed approach seemed to yield the most consistent performance."
598,"Modeling, simulation, and optimization play vital roles throughout the engineering design process; however, in many design disciplines the cost of simulation is high, and designers are faced with a tradeoff between the number of alternatives that can be evaluated and the accuracy with which they are evaluated. In this paper, a methodology is presented for using models of various levels of fidelity during the optimization process. The intent is to use inexpensive, low-fidelity models with limited accuracy to recognize poor design alternatives and reserve the high-fidelity, accurate, but also expensive models only to characterize the best alternatives. Specifically, by setting a user-defined performance threshold, the optimizer can explore the design space using a low-fidelity model by default, and switch to a higher fidelity model only if the performance threshold is attained. In this manner, the high fidelity model is used only to discern the best solution from the set of good solutions, so computational resources are conserved until the optimizer is close to the solution. This makes the optimization process more efficient without sacrificing the quality of the solution. The method is illustrated by optimizing the trajectory of a hydraulic backhoe. To characterize the robustness and efficiency of the method, a design space exploration is performed using both the low and high fidelity models, and the optimization problem is solved multiple times using the variable fidelity framework."
599,"A polytope-based representation is presented to approximate the feasible space of a design concept that is described mathematically using constraints. A method for constructing such design spaces is also introduced. Constraints include equality and inequality relationships between design variables and performance parameters. The design space is represented as a finite set of (at most) 3-dimensional (possibly non-convex) polytopes, i.e., points, intervals, polygons (both open and closed) and polyhedra (both open and closed). These polytopes approximate the locally connected design space around an initial feasible point. The algorithm for constructing the design space is developed by adapting consistency algorithm for polytope representations."
600,"Modularization of parts — a fairly recent trend in product development — facilitates part definitions in a standardized, machine-readable form, so that we can define a part based on its input(s), output(s), features, and geometric information. Standardizing part definitions will enable manufacturing companies to more easily identify part suppliers in global, virtual environments. This standard representation of parts also facilitates modular product design during parametric design. We will show that this problem of modular product design can be formulated as an AI Planning problem, and we propose a solution framework to support modular product design. Using part specification information for personal computers, we demonstrate the proposed framework and discuss its implications for global manufacturing."
601,"In today’s economy, engineering companies strive to reduce product development time and costs. One approach to assisting this goal is to introduce computer-aided methods and tools earlier in the development process. This requires providing robust design automation methods and tools that can support design synthesis and the generation of alternative design configurations, in addition to automated geometric design. A new method for automated gearbox design, tailored for integration within an existing commercial gearbox analysis tool, is described in this paper. The method combines a rule-based generative approach, based on a previous parallel grammar approach for mechanical gear systems, with domain specific heuristics and stochastic search using simulated annealing. Given design specifications that include a bounding box, the number of required speeds and their target ratios, a range of valid gearbox configurations is generated from a minimal initial configuration. Initial test results show that this new method is able to generate a variety of designs which meet the design specifications. The paper concludes with a discussion of the method’s current limitations and a description of the work currently underway to improve and extend its capabilities."
602,"Control tasks involving dramatic non-linearities, such as decision making, can be challenging for classical design methods. However, autonomous stochastic design methods have proved effective. In particular, Genetic Algorithms (GA) that create phenotypes by the application of genotypes comprising rules are robust and highly scalable. Such encodings are useful for complex applications such as artificial neural net design. This paper outlines an evolutionary algorithm that creates C++  programs which in turn create Artificial Neural Networks (ANNs) that can functionally perform as an exclusive-OR logic gate. Furthermore, the GAs are able to create scalable ANNs robust enough to feature redundancies that allow the network to function despite internal failures."
604,"The early evaluation of a proposed function structure for a product and also, the possibility to expose the potential failures related to this provides that the design process can be modeled in its entirety. However, so far there are no existed suitable models for the early phase of design process. This article presents an integrated approach aimed to explore the behaviors of concept designs in the early design phase. The approach is founded on a combination of Petri net, π-numbers, qualitative physics principles and Design Structure Matrix. The final aim is to implement this method on the SysML modeling language to integrate a simulation approach that is initially not standardized in the language. A second interest of the approach is to provide a coherent simulation framework that can be used as a reference to verify the coherency of other simulation models further in the design process."
605,"The modularity indicates a one-to-one mapping between functional concepts and physical components. It can allow us to generate more product varieties at lower costs. Functional concepts can be described by precise syntactic structures with functional terms. Different semantic measures can be used to evaluate the strength of the semantic link between two functional concepts from port ontology. In this paper, different methods of modularity based on ontology are first investigated. Secondly, the primitive concepts are presented based on port ontology by using natural language, and then their semantic synthesis is used to describe component ontology. The taxonomy of port-based ontology are built to map the component connections and interactions in order to build functional blocks. Next, propose an approach to computing semantic similarity by mapping terms to functional ontology and by examining their relationships based on port ontology language. Furthermore, several modules are partitioned on the basis of similarity measures. The process of module construction is described and its elements are related to the similarity values between concepts. Finally, a case is studied to show the efficiency of port ontology semantic similarity for modular concept generation."
